Wavelength,Amber 595-600nm,Blue 460-470nm,"Cool White 10,000-15,000K",Cyan 490nm,Deep Red 660nm,Far Red 730nm,Full Spectrum 380-840nm,Green 520-525nm,Infrared 850nm,Infrared 940nm,Natural White 4000 - 4500K,Orange 600-605nm,Red 620-625nm,Royal Blue 440nm,UV 365nm,UV 370nm,UV 375nm,UV 380nm,UV 385nm,UV 395nm,UV 400nm,UV 405nm,UV 410nm,UV 425nm,Warm White 3000 - 3500K,White 6000 - 6500K,Yellow 590-595nm
557,0.0022,0.0011,0.245,0.0188,0.0012,-0.0011,0.016,0.1483,0.0011,-0.0012,0.3241,0.0016,-0.0011,-0.0004,0.0004,-0.0003,0.0035,0.0023,-0.0009,-0.0006,0.0008,-0.0016,0.0005,-0.0019,0.242,0.2508,0.0069
558,0.0032,0.0023,0.247,0.0192,0.0008,0.0008,0.0213,0.1458,0.0006,0.0005,0.3281,0.0017,0.0003,0.0024,0.0018,-0.0014,0.0024,0.001,0.0034,0.0018,-0.0006,0.0025,0.0016,0.0015,0.2518,0.2548,0.0082
558,0.0021,-0.0012,0.245,0.0213,-0.0015,0.0005,0.014,0.1395,-0.0011,-0.0006,0.3214,0.0004,-0.0002,0.0012,0.0006,0.0006,0.0025,-0.0007,-0.0006,-0.0006,0.0017,0.0009,-0.0009,0.0001,0.2434,0.2572,0.0067
558,0.0016,-0.0006,0.245,0.0172,0.0014,0.0017,0.0215,0.1405,-0.0002,0.0012,0.331,0.0026,0.0019,0.0013,0.0038,-0.0005,0.0004,0.0026,0.0006,0.0003,0.0018,-0.001,0.0005,0.0034,0.2543,0.2592,0.0082
558,0.0025,0.0007,0.253,0.0178,0.0008,0.0005,0.0199,0.1361,-0.0016,0.0029,0.325,-0.0004,0.0027,-0.0011,0.002,0.0045,0.0025,0.0015,-0.0007,0.0004,0.0014,0.0008,-0.0025,0.0013,0.2511,0.2528,0.0066
558,0.0029,0.0006,0.254,0.0168,0.0007,0.003,0.0171,0.1375,0.0013,0.0015,0.325,0.0021,0.0029,0.0007,0.0008,0.0019,0.0016,0.0026,0.0025,-0.0003,0.0034,0.0018,0.0013,0.0012,0.2507,0.2548,0.0091
559,0.0052,0.0014,0.25,0.0175,0.0009,-0.0009,0.0167,0.1376,0.0005,-0.0027,0.3332,0.0008,0.0004,-0.0002,0,0.002,0.0017,-0.0007,0.0001,-0.0037,-0.0004,-0.0002,-0.0004,0.001,0.2555,0.2594,0.006
559,0.0055,-0.0009,0.253,0.0185,0.0023,0.002,0.0206,0.1314,0,0.0031,0.3308,0.0026,0.0029,0.0012,0.0009,0.0041,0.0029,0.0021,0.0031,0.0019,0.0033,0.0014,0.0023,0.0004,0.2603,0.2564,0.0097
559,0.0035,-0.0002,0.244,0.0175,-0.0022,0.0004,0.0182,0.127,-0.0001,-0.0016,0.3341,0.0016,0.0033,-0.0005,0.0004,-0.001,-0.001,0.0022,0.0006,-0.001,-0.0004,0.0012,-0.0002,-0.0025,0.2597,0.2565,0.0063
559,0.0037,-0.0006,0.253,0.0179,-0.0011,-0.0005,0.0222,0.1307,-0.0013,0.0016,0.3328,0.0018,0.0019,0.0021,0.0015,-0.0002,0.0039,0.0015,0.0007,0.004,0.0006,0.001,0.0029,0.0013,0.2592,0.2543,0.0083
560,0.0029,0.0025,0.251,0.0172,-0.002,-0.0003,0.0208,0.1295,0.0006,-0.0025,0.3354,0.0007,-0.0003,-0.002,-0.0008,0.0004,0.0036,0.0011,-0.0021,0.0012,0.0008,-0.0015,-0.0003,-0.0017,0.2604,0.2512,0.0061
560,0.003,0.0016,0.25,0.0182,0.0025,0.0012,0.0229,0.1259,0.0004,0.0016,0.3337,0.0004,0.0007,0.0013,0,0.0016,0.0032,0.0042,0.0025,0.0001,0.003,-0.0003,0.0021,0.0015,0.2586,0.2539,0.0103
560,0.0058,-0.0004,0.246,0.0203,-0.0012,0.0001,0.0228,0.1175,0.0007,0.0012,0.3316,0.0023,0.0013,0.0029,0.0001,0.0011,0.001,0.0021,0.0035,0.0011,0.0021,0.0025,-0.0013,-0.0011,0.257,0.249,0.0092
560,0.0047,0.0039,0.25,0.0217,0.0001,0.001,0.0229,0.1195,0.0018,0.0015,0.3314,0.0037,0.0005,0.0011,0.0032,0.0057,0.0013,0.0016,0.0029,0.001,0.0021,0.0028,0.002,-0.0002,0.2668,0.255,0.0094
561,0.0028,0.0045,0.254,0.0116,0.0006,0.0011,0.0236,0.1193,0.0019,0.0008,0.3392,0.0004,0.0017,-0.0001,0.0023,0.002,0.0014,0.0003,0.0027,-0.0008,0.0002,-0.0004,0.0003,0.0018,0.263,0.252,0.009
561,0.005,0.001,0.245,0.0168,0.0012,0.0001,0.0217,0.1207,0.0017,0.0008,0.334,0.0031,-0.0016,0.0026,0.0028,0.0007,0.0008,0.0019,0.0039,0.0009,0.0014,0.0005,0.003,-0.0002,0.2654,0.2592,0.0098
561,0.0052,0.0011,0.248,0.0155,-0.0013,-0.0005,0.0222,0.1147,-0.0009,0.0014,0.3328,0.0004,0.0005,0.0031,0.0007,0.0016,0.0047,0.0016,-0.0005,-0.0001,-0.0002,-0.0003,0.0012,0.0014,0.269,0.2497,0.0104
561,0.0054,0.0022,0.251,0.0141,-0.0005,0.003,0.0258,0.1142,0.0008,0.0022,0.3332,0.0017,0.0037,-0.0009,0.0043,0.0019,0.0022,0.0022,-0.0002,-0.002,0.0007,-0.0019,0.0042,0.0022,0.2643,0.2525,0.011
561,0.0037,0.0011,0.249,0.0135,-0.0001,0.0025,0.0232,0.1132,-0.0006,0.0003,0.33,0.0016,0.0008,-0.002,0,0.0022,0.004,0.0019,0,-0.0001,0.004,0.0015,0.0006,-0.001,0.2689,0.2519,0.0092
562,0.0059,0.0033,0.24,0.0155,0.0005,0.0033,0.0238,0.1125,0.0005,0.0021,0.3361,0.0012,0.0001,0.0033,0.0023,0.0024,0.0024,0.0024,0.0053,0.0033,-0.0009,-0.0011,0.0003,0.0029,0.2691,0.2507,0.0103
562,0.0069,0.0018,0.247,0.0146,-0.0005,0.0004,0.0267,0.1077,-0.0006,-0.001,0.3366,0.0031,0.0023,0.0018,-0.0002,0.003,0.0027,0.0034,0.0018,0.0007,0.0009,0.0007,0.0014,0,0.2698,0.2511,0.0113
562,0.0082,0.0011,0.249,0.0175,0.0013,0.0036,0.0262,0.1114,0.0025,0.0018,0.3401,0.0026,0.0025,0.0009,0.0013,0.002,0.0016,0.0015,0.0012,0.0025,0.0005,0.0017,0.0013,-0.0001,0.2727,0.2522,0.0117
562,0.0037,0.0018,0.252,0.0127,-0.0005,-0.0014,0.0291,0.1076,0.0037,0.0009,0.3363,0.0012,0.0006,0.0017,0.0003,0.0006,0.0022,0.0019,0.0028,0.0015,0.0003,0.0014,-0.0008,0,0.2737,0.2498,0.0142
563,0.0076,0.0041,0.251,0.0149,0.0025,0.0016,0.0253,0.1059,0.0015,0.0028,0.3354,0.0041,0.0027,0.0014,0.0011,0.0036,0.0041,0.0028,-0.0004,0.0004,0.0035,0,0.0005,-0.0002,0.271,0.2549,0.0137
563,0.0084,0.0002,0.247,0.0125,0.0008,0.0005,0.0282,0.102,-0.0008,0.0009,0.3351,0.0004,0.0007,-0.0004,0.0019,-0.0001,0.0027,0.0016,0.0012,-0.0009,0.001,0.0011,0.0022,0,0.2763,0.2543,0.013
563,0.0091,0.0028,0.242,0.0129,-0.0009,0.0012,0.0303,0.0977,-0.0013,0.0012,0.3341,0.0032,0,0.0021,0.0001,0.0018,0.0015,0.0043,0.0032,0.0013,0.0006,0.0008,0.0012,0.0017,0.2777,0.2544,0.0126
563,0.0095,0.0016,0.253,0.0122,0.001,0.0012,0.0284,0.1024,-0.0004,0,0.3365,0.0027,-0.0011,-0.0019,0.0019,-0.0005,0.0008,0.0005,-0.0012,-0.0009,0.0007,-0.001,0.0005,-0.0002,0.2731,0.254,0.0128
563,0.0059,0.0043,0.247,0.0156,0.0014,0.0019,0.0317,0.1006,0.0005,0.0009,0.3344,0.0046,0.0025,0.0037,-0.0003,0.0017,0.0027,0.0043,0.0019,0.0034,0.0012,0.0012,-0.0012,0.0007,0.2788,0.2469,0.0143
564,0.0094,0.0001,0.247,0.0138,-0.0008,0.0008,0.0282,0.0947,-0.0005,0.0023,0.347,0.0032,0.002,0.0011,0.0033,0.0025,0.0012,0.0027,-0.0005,0.0007,0.0011,0.0013,-0.0028,-0.0011,0.2827,0.2511,0.0146
564,0.0095,0.0028,0.248,0.0132,0.0016,0.0014,0.0285,0.0977,-0.0004,0.0013,0.3359,0.0029,0.0011,-0.001,0.0001,0.0017,0.0034,0,0.0006,0.0004,0.0034,-0.0016,-0.0003,0.0023,0.2797,0.2541,0.0159
564,0.0091,0.0003,0.249,0.0118,-0.0019,0.0013,0.0299,0.0931,-0.0003,0.0005,0.3376,0.0038,0.0002,-0.0005,0.0056,0.0027,0.0012,0.0006,-0.0004,0.0023,-0.0003,-0.0003,0.0011,-0.0011,0.2812,0.2546,0.0141
564,0.0097,-0.0003,0.243,0.0121,0.0024,0.0042,0.0304,0.0921,0.001,0.0015,0.3443,0.0072,0.0024,0.0035,0.0043,0.0008,0.0042,0.0022,0.0029,0.0033,0.0008,0.0007,0.0022,-0.0004,0.2855,0.2587,0.0131
565,0.01,-0.0004,0.247,0.0107,-0.0011,0.0007,0.0326,0.0958,-0.0003,0.0006,0.3474,0.0024,0.0004,-0.0008,-0.0002,0,-0.0005,-0.0003,-0.0015,0.0004,0.0017,0.0004,-0.0004,0.0005,0.2786,0.2543,0.0163
565,0.0125,0.0028,0.245,0.0122,0.0016,0,0.0334,0.0947,0.0003,-0.0006,0.3397,0.0035,0.0024,0.005,0.0028,0.001,0.0037,0.0027,0.0019,0.0021,-0.0004,0.0014,-0.0011,0.0028,0.2851,0.2552,0.0162
565,0.0102,-0.0006,0.249,0.0107,-0.0021,0,0.035,0.0894,0.0007,0.0002,0.3437,0.0029,0.0016,0.0021,0.0002,0.0016,0.0013,0.0005,0.0036,-0.001,-0.0002,0.002,-0.0023,-0.0005,0.2864,0.2532,0.0177
565,0.0112,0.0023,0.242,0.014,0.0002,0.002,0.0323,0.0888,-0.0012,-0.0001,0.3378,0.004,0.004,0.0008,0.0016,0.0005,0.0013,0.0005,0.004,0.0035,0.0001,0.0028,-0.0001,-0.0002,0.2858,0.2527,0.0204
566,0.013,0.0008,0.244,0.0095,0.0024,0.0016,0.0331,0.0888,0.0009,0.0012,0.3417,0.0013,-0.001,-0.0011,0.0006,0.002,0.0004,0.0011,0.0006,-0.001,0.0009,0.0006,0.0016,0.0029,0.2824,0.2501,0.019
566,0.0112,0.002,0.245,0.0109,0.0042,0.0033,0.0341,0.0831,-0.0012,-0.0012,0.3424,0.0026,0.0002,0.001,0.0006,0.0031,-0.001,0.0003,0.0022,0.0018,0,0.002,-0.0034,0.0018,0.2849,0.2517,0.0192
566,0.0135,0.0006,0.244,0.0106,-0.0001,0.0022,0.0328,0.0851,-0.0003,-0.0004,0.3385,0.0064,0.0009,-0.0006,0.0015,0.0025,-0.0006,0.002,0.0014,0.0006,-0.0001,0.0007,0.0017,-0.0018,0.291,0.2508,0.0214
566,0.0145,0.0017,0.239,0.0123,0,0.0025,0.0339,0.0797,0.001,-0.0004,0.3446,0.0047,0.0045,0.001,0.001,0.003,0.0035,0.0002,0.002,0.0002,0.0025,0.0025,0.0044,0.0007,0.2907,0.2518,0.0236
566,0.0107,0.0011,0.246,0.0107,-0.0007,0.0016,0.0361,0.0806,-0.0006,0.0003,0.3443,0.0064,0.0008,-0.0002,-0.0009,0.0023,0.0007,0.001,0.0014,0.0022,0.0029,0.0016,0.0003,-0.0005,0.2876,0.2528,0.0197
567,0.013,0.0022,0.244,0.0118,0.0018,0.0023,0.0355,0.0829,0.0015,0.001,0.3448,0.0046,0.0021,0.0014,0.0042,0.0017,0.0026,0.0006,-0.0018,0.001,0.0014,0.0019,0.0007,0.0018,0.287,0.249,0.0203
567,0.015,0.0031,0.242,0.0087,0.003,0,0.0382,0.0809,-0.0002,0.001,0.337,0.005,-0.0001,-0.0017,-0.0004,0.0011,0.0029,0.0025,0.0002,0.0019,0.0017,0.0019,0.0012,0.0003,0.2906,0.2493,0.0236
567,0.0136,0.0016,0.243,0.0102,0,0.001,0.0379,0.0762,0.0001,0.0002,0.353,0.0032,0.0028,0.0019,0.0017,0.0031,0.0007,0.0026,0.0026,0.0003,0.0016,0.002,0.0027,0.001,0.2976,0.2522,0.0212
567,0.0132,0.0008,0.249,0.0102,0.0026,0.0016,0.0403,0.0717,-0.003,-0.0006,0.3393,0.0027,0.0015,-0.0017,0.0028,0.0023,0.0013,0.0036,-0.0002,0.0005,0.002,-0.0003,-0.0016,-0.0016,0.2948,0.2477,0.023
568,0.0148,-0.0006,0.242,0.0093,0.0027,0.0006,0.0451,0.0787,0,0.0003,0.3418,0.002,0.0029,0.002,0.003,0.002,0.0041,0.0014,0.0009,0.0017,0.0025,0.0008,0.0014,-0.0003,0.2973,0.2508,0.0246
568,0.0158,-0.0002,0.241,0.0111,-0.0039,0.0003,0.0403,0.076,0.0001,0.0003,0.3432,0.0056,0.0014,0.0018,0.0009,0,0.0032,0.0031,0,-0.0015,0.0009,0.0029,0.0006,-0.002,0.2936,0.2532,0.0226
568,0.0157,0.0003,0.244,0.0083,0.0002,0.0013,0.043,0.0756,0.0015,-0.0013,0.3456,0.0053,-0.0001,0.0024,0.0019,0.0011,0.0023,0.0048,0.0028,0.0035,-0.0008,0.0029,0.0013,0.0024,0.3012,0.2539,0.0267
568,0.015,-0.0004,0.245,0.0102,0.0024,0.0009,0.0404,0.0685,-0.0002,0.0002,0.3482,0.0038,0.0017,-0.0007,0.0022,-0.0006,0.0025,0.0037,0.0009,0.0026,-0.0001,-0.0013,0.0002,-0.0001,0.2988,0.2499,0.0265
568,0.0201,0.0005,0.236,0.0106,0.0021,0.0026,0.0427,0.071,-0.0017,0.0009,0.3437,0.0055,0.0014,0.0022,0.0023,0.004,0.004,0.0037,0.0022,0.0022,0.0028,0.003,0.0027,0.0025,0.2972,0.2517,0.0272
569,0.0158,0.0001,0.241,0.0076,-0.0013,0,0.044,0.0696,-0.0007,0.0021,0.3475,0.0053,0.0001,0.0004,0.0022,-0.0025,0.0042,0.0019,-0.0001,0.0015,-0.0014,0.0009,0.0008,-0.0023,0.2959,0.2505,0.0291
569,0.0199,0.0016,0.243,0.0098,0.0011,0.0013,0.0459,0.0658,-0.0017,-0.0004,0.3496,0.0039,0.003,0.0001,0.003,0.0015,0.0027,0.0018,0.0007,0.0018,0.0015,0.0005,0.0012,0.0017,0.3005,0.2483,0.0303
569,0.0158,-0.0005,0.244,0.0086,0,0.0007,0.0436,0.0691,-0.0011,0.0005,0.344,0.0047,0.0018,-0.0011,0.0028,0.0005,0.0015,0.0014,-0.0006,-0.0015,0.0022,0.0011,-0.0005,0.0003,0.2995,0.2489,0.0305
569,0.0177,-0.0005,0.24,0.0098,0.0002,0.0018,0.0466,0.0654,0.0003,0.0027,0.3425,0.0059,0.0003,0.0005,0.002,0.0021,0.0027,0.0022,0.0022,0.0007,0.0045,-0.0006,0.0014,0.0018,0.2995,0.2552,0.0327
570,0.0186,0.0015,0.24,0.0089,0.0007,0.0005,0.0462,0.0666,-0.0005,-0.0006,0.3343,0.0069,0.0005,-0.0006,0.0004,0.0005,0.002,0.0033,0.0009,-0.0028,0.0028,0.0018,-0.0013,0.0012,0.2983,0.2447,0.0334
570,0.0187,0.0046,0.245,0.0084,0.0021,0.0007,0.048,0.0628,-0.0018,-0.0024,0.3424,0.0081,0.0024,0.0022,0.0005,0.0025,0.0027,0.0034,0.0018,-0.0005,0.0014,0.0019,0.0034,0.001,0.3033,0.248,0.0342
570,0.0195,0.0021,0.242,0.009,0.0011,0.0019,0.0494,0.0653,0.0013,-0.0007,0.3448,0.0044,0.0007,0.0004,0.002,0.0015,0.0003,-0.0007,0.0017,0.0001,0.0013,0.0031,-0.0014,-0.001,0.3019,0.2444,0.0343
570,0.0195,0.0007,0.242,0.0079,0.001,0.0013,0.0508,0.0623,0.0021,0.0008,0.3421,0.0063,0.0032,0.0028,0.0004,0.002,0.0014,0.0007,-0.0003,0.003,0.0023,-0.0021,0.0003,0.0011,0.3012,0.2428,0.035
571,0.021,0.0004,0.245,0.0082,0.0005,-0.0009,0.051,0.059,-0.0006,0.0009,0.3454,0.0059,0.0024,0.0015,0.0027,-0.0003,0.0012,0.0023,0.0033,-0.0003,0.0008,0.0002,0.0006,-0.0026,0.2992,0.2476,0.0336
571,0.02,0.0034,0.242,0.0064,0.0015,0.0018,0.0522,0.0624,-0.0023,0.0022,0.3431,0.0064,0.0023,0.001,0.0022,-0.0009,0.0004,0.0017,0.0028,0.0007,-0.0004,0.0004,0.0027,0.0005,0.3047,0.2514,0.0375
571,0.0259,-0.0004,0.24,0.0065,0.0003,0.0013,0.0527,0.0577,-0.001,-0.0002,0.3496,0.0052,-0.0001,0.002,0.0015,0.0009,0.0015,-0.0002,-0.0012,-0.0004,0,0.0022,-0.0001,-0.0011,0.3048,0.2474,0.0358
571,0.0247,0.0022,0.239,0.0092,0.0027,0.0011,0.0494,0.0584,0.0003,0.0022,0.3494,0.0097,0.0008,-0.0007,0.0032,0.0009,-0.0007,0.003,0.0014,0.0016,0.0033,0.0015,0.0004,0.0009,0.3143,0.243,0.0412
571,0.0256,0.0019,0.238,0.0077,-0.002,-0.0014,0.0535,0.0573,0.003,0.0008,0.348,0.0072,0.002,-0.0005,-0.0006,0.001,0.0016,0.0019,-0.0002,0.0003,0.0026,0.0028,-0.0028,-0.0011,0.3049,0.2456,0.0375
572,0.0214,0.0025,0.246,0.0076,0.0007,0.0023,0.0541,0.0601,0.0003,0.0003,0.3455,0.0086,0.0047,-0.0001,0.0008,0.0003,0.0011,0.0009,0.0034,0.0025,0.0009,0,0,0.0012,0.3019,0.2471,0.0426
572,0.0268,-0.0004,0.237,0.0081,0.0002,0.0003,0.0557,0.0517,0.0005,0.0023,0.3483,0.0077,-0.0001,-0.001,-0.0012,0.0019,0.0041,0.0024,0.0012,0.0004,0.0031,-0.0023,0.0014,-0.0007,0.3112,0.2497,0.0407
572,0.0239,0.0034,0.24,0.0056,-0.0001,0.0007,0.0587,0.054,0.0025,0.0019,0.3494,0.0066,0.0042,0.0009,0.0021,0.0022,0.0012,0.0034,0.0015,0.0009,0.0028,0.0009,-0.0016,-0.0017,0.3141,0.2461,0.0398
572,0.0276,-0.0011,0.238,0.0056,0.0003,0.0014,0.056,0.0543,-0.0016,-0.0001,0.3439,0.0092,0.0009,-0.0006,0.0015,0.0026,0.0015,0.0018,-0.0003,-0.001,0.0024,0.0033,0,0.0023,0.3078,0.2436,0.044
573,0.0286,0.0025,0.233,0.0069,-0.0013,0.0006,0.064,0.0555,-0.0006,0.0033,0.3455,0.0073,0.0033,0.0004,0.0026,0.0004,0.0016,0.0016,-0.0001,-0.0033,0.0023,0.0019,0.0017,0.0022,0.305,0.2473,0.0451
573,0.0264,0.0004,0.246,0.0056,0.0013,-0.0008,0.0593,0.0552,0.0004,-0.003,0.347,0.0068,0.0021,0.0012,-0.0006,-0.0005,0.001,0.0025,0.0004,-0.0001,0.0005,0.0002,-0.0015,0.0009,0.3148,0.2478,0.0465
573,0.0303,0.0035,0.237,0.0093,0.0016,0.002,0.0627,0.0505,0.0015,0.0008,0.345,0.0079,0.0009,-0.0002,0.0008,0.0008,0.0051,0.0016,-0.0008,0.0021,0.0018,0.0011,0.0028,0.0006,0.3085,0.2474,0.0522
573,0.0307,0.0027,0.24,0.0041,0.0012,-0.0008,0.0627,0.0504,-0.0013,0.0006,0.3433,0.0103,0.002,0.0012,0.0012,0.0001,0.0029,0.0031,-0.0013,0.001,0.002,0.0024,-0.002,0.0013,0.3132,0.245,0.0498
573,0.0322,0.0023,0.233,0.005,0.0019,0.0017,0.0618,0.0545,0.0022,0.0036,0.3469,0.0096,0.0051,0.0009,0.0043,0.0023,0.0022,0.0021,0.0029,0.0026,0.0017,0.0018,-0.0024,-0.0005,0.3135,0.2471,0.0517
574,0.0343,0.0013,0.236,0.0062,0.0008,-0.0009,0.0658,0.0489,-0.0008,-0.0005,0.3474,0.0107,0.0012,0.0004,0.0013,0.002,0.0031,-0.0018,0,-0.0009,0.0007,0.0008,0.0005,0,0.3153,0.2501,0.0568
574,0.0341,0.0013,0.24,0.0065,0.0032,0.0008,0.0684,0.0495,0.0025,0.0008,0.3455,0.0131,0.0005,-0.0011,0.0045,0.0054,-0.0003,0.0022,-0.0002,0.0024,0.0023,0.0016,-0.0019,0.0019,0.3165,0.2424,0.0573
574,0.0336,0.0007,0.231,0.005,-0.0008,-0.0012,0.0676,0.0461,0.0015,-0.0009,0.3525,0.0104,0.0023,-0.0009,-0.0007,0.001,0.003,0.0022,-0.0006,0.0011,0.0009,-0.0003,0.0027,-0.0017,0.3104,0.2447,0.056
574,0.0399,0.0011,0.235,0.0078,-0.0009,0.0022,0.0673,0.046,0.0015,0.0001,0.3481,0.0125,0.0015,0.0014,0.0003,0.0014,0.0023,0.0034,-0.0001,0.0007,0.0014,0.0018,0.0044,-0.0021,0.3128,0.2405,0.06
575,0.038,0.0011,0.241,0.0076,0,-0.0007,0.0689,0.0476,-0.0022,0.0028,0.3425,0.011,0.0003,0.0004,0.0025,0.0002,0.0015,0.0018,0,-0.0004,-0.0019,0.001,-0.0004,0.0002,0.3159,0.2442,0.0598
575,0.0399,0.0017,0.235,0.0057,0.0019,0.0016,0.0719,0.0447,-0.001,-0.0011,0.3477,0.0112,0.004,-0.0018,0.0034,0.0006,0.0038,0.0024,0.0024,0.0003,0.0023,-0.0006,-0.0019,0.0009,0.3202,0.2403,0.0613
575,0.0381,-0.0008,0.234,0.0076,-0.0023,0.0029,0.0708,0.0436,-0.0009,-0.0006,0.3491,0.0085,0.0016,-0.0004,0.0005,0.0003,0.0027,0.0022,0.0003,0.0017,0.0035,0.0012,0.001,-0.0014,0.3228,0.2435,0.0641
575,0.0385,0.002,0.238,0.0063,0.001,0.0016,0.0728,0.0468,-0.0011,0.0005,0.3522,0.013,0.0056,0.0004,0.0024,0.0022,0.0021,0.004,0.0031,0.0013,0.0005,0.0005,0.001,0.0009,0.3191,0.2493,0.0705
576,0.0397,0.0019,0.234,0.0034,-0.0011,0.0008,0.0767,0.043,-0.0028,0.0013,0.3482,0.0135,0.0006,-0.0009,0.0015,0.0019,0.001,0.0016,0.0023,-0.0004,0.0012,0.0007,0.0008,0.0007,0.3215,0.2507,0.0658
576,0.0443,0.0022,0.234,0.0069,0.0019,0.0019,0.0781,0.0449,0.0001,0.0015,0.3494,0.014,0.0052,-0.0009,0.0031,0.0002,0.001,0.0024,0.0019,0.0025,0.0023,0.0001,0.0019,0.0006,0.3183,0.2459,0.0726
576,0.0431,-0.001,0.233,0.0072,0.0017,0.002,0.078,0.0411,-0.001,-0.0014,0.3522,0.0119,0.0049,0.0012,0.0006,0.002,0.0027,0.0022,-0.0012,0.0012,0.0019,0.0016,-0.0012,0.0009,0.3164,0.2459,0.0741
576,0.0454,0.0032,0.233,0.0065,0.002,0.0042,0.076,0.0446,-0.0017,0.0027,0.344,0.0159,0.0055,0.0017,0.0016,0.0043,0.0035,0.0034,0.0026,0.0012,0.0015,0.0001,0.0024,0.0004,0.3266,0.2383,0.0746
576,0.0468,-0.001,0.23,0.0049,-0.0008,0.0018,0.0793,0.0428,-0.0007,0.0016,0.353,0.012,0.0029,-0.0003,0.0013,0.0032,0.0009,0.0025,0.0004,0.0022,0.0003,-0.0005,0.0005,0.0007,0.3243,0.244,0.076
577,0.0502,0.0016,0.233,0.0041,0.0024,0.0031,0.0787,0.0402,0.0017,0.0009,0.3504,0.0142,0.0006,0.0023,-0.0006,0.003,0.0018,-0.0002,0.0021,0.0017,0.0002,0.0005,0.0019,-0.0007,0.3189,0.2339,0.0782
577,0.0509,-0.0005,0.234,0.0038,0.0001,0.0022,0.0836,0.0408,0.0006,0.0005,0.3468,0.0163,0.0044,0.001,0.0002,0.0022,0.0003,0.0007,0.0018,0.0016,0.0011,0.0014,-0.001,0.0018,0.3301,0.2361,0.081
577,0.048,-0.0006,0.236,0.0059,0.0042,0.0022,0.0882,0.039,-0.0001,0.0013,0.3493,0.0151,0.0015,0.0015,0.0014,0.0012,0.0024,0.0015,0.0035,0.0014,0.0028,0.0003,0.0017,0.0028,0.3277,0.2388,0.0819
577,0.0508,0.002,0.232,0.0066,0.002,0.0013,0.0871,0.0385,-0.0009,-0.0006,0.349,0.0166,0.0038,-0.0009,-0.0023,0.0029,0.001,0.0019,-0.0005,0.0021,0,0.0006,0.0022,0.0016,0.3252,0.2411,0.0892
578,0.055,0.0011,0.23,0.006,0.0027,0.0036,0.0868,0.0378,-0.0011,0.0008,0.3474,0.0179,0.0043,0.0009,0.0019,0.002,0.0007,0.0019,0.0025,0.0009,0.0006,0.0021,0.0025,-0.0022,0.3201,0.2393,0.0869
578,0.0574,0.0011,0.228,0.0068,-0.0001,-0.001,0.0877,0.0377,-0.0003,0.0019,0.3522,0.0183,0.0038,0.002,0.0015,0.003,0.0032,0.0008,0.0016,0.0015,0.0031,0.002,0.0027,0.001,0.3239,0.2399,0.0946
578,0.063,0.0024,0.233,0.0053,-0.0013,-0.0008,0.0893,0.0359,-0.0009,-0.0003,0.344,0.0212,0.003,0.0026,0.0028,0.0036,0.0013,0.0011,0.0004,0.001,0.0005,-0.0009,0.0021,0.001,0.323,0.2382,0.0971
578,0.0622,0.0003,0.228,0.0045,0.0001,0,0.0885,0.0359,0.0025,-0.0009,0.3466,0.0193,0.0052,-0.0006,0.0003,0.0005,0.0054,0.0024,0.0014,0.0044,0.0023,0.0002,0.0007,-0.0003,0.3291,0.2393,0.0969
578,0.0642,0.0019,0.235,0.0036,0.0024,0.0026,0.0953,0.0368,0.0002,-0.0001,0.3474,0.0169,0.0044,-0.0005,0.0028,-0.0002,0.0019,0.0029,-0.0008,0.0031,0.0052,0.0005,0.0002,0.0006,0.3302,0.2373,0.1003
579,0.0675,-0.0009,0.231,0.0052,0.0017,0.0008,0.0999,0.0336,0.0026,-0.0009,0.3453,0.0216,0.0048,0.0026,0.0048,0,-0.0005,0.0027,0.0015,0.001,0.0035,0.0006,0.0014,0.002,0.3282,0.239,0.1053
579,0.0689,0.0016,0.23,0.0029,0.0017,-0.0007,0.0943,0.0343,0.0009,0.0015,0.349,0.0202,0.0061,0.0011,0.0016,0.0003,0.0037,0.0039,-0.0015,0.0001,-0.0001,-0.0006,-0.0009,-0.0009,0.33,0.2389,0.1074
579,0.0683,0.0047,0.232,0.0065,0,0.0037,0.0972,0.0344,0,-0.0006,0.3489,0.0206,0.0039,0.0007,0.0035,0.0022,0.0026,-0.0004,0.0014,0.0025,0.0014,-0.0011,0.0016,0.0001,0.3265,0.2438,0.1138
579,0.0719,0.0011,0.228,0.0018,-0.0004,0.0014,0.099,0.031,-0.0025,-0.0001,0.3543,0.0201,0.0028,0.0012,0,-0.0002,0.0047,0.0012,-0.0015,0.0034,0.0015,-0.001,0.0023,0.0004,0.3301,0.2379,0.1144
580,0.0729,-0.0006,0.232,0.0046,0.0027,0.0016,0.101,0.0318,0.002,0.0015,0.3486,0.0221,0.0066,0.0013,0.0033,0.0029,0.0022,0.0036,0,0.0055,0.0027,-0.0003,0.0026,0.0025,0.3275,0.2381,0.1216
580,0.0765,0.0004,0.225,0.0034,0.002,-0.0006,0.1044,0.0321,-0.0021,0.0003,0.3472,0.0238,0.0063,0.0004,0.0006,0.0016,0.0006,0.0005,0.0006,0.0005,-0.0014,0.0006,-0.0014,-0.001,0.335,0.242,0.1245
