Wavelength,Tungsten Bulb Raw,Tungsten Bulb Covered
983,0.3267,0.3253
983,0.3270,0.3148
983,0.3304,0.3173
983,0.3246,0.3185
984,0.3229,0.3186
984,0.3231,0.3158
984,0.3213,0.3147
984,0.3213,0.3083
985,0.3140,0.3137
985,0.3163,0.3129
985,0.3133,0.3133
985,0.3189,0.3100
986,0.3199,0.3116
986,0.3208,0.3123
986,0.3116,0.3049
986,0.3156,0.3008
987,0.3127,0.3079
987,0.3114,0.3057
987,0.3113,0.3014
987,0.3052,0.2975
988,0.3058,0.3022
988,0.3125,0.2951
988,0.3075,0.2999
988,0.3070,0.3029
988,0.3020,0.2985
989,0.3063,0.2959
989,0.3016,0.2951
989,0.3010,0.2963
989,0.3013,0.2921
990,0.2984,0.2908
990,0.3016,0.2889
990,0.2909,0.2861
990,0.2899,0.2877
991,0.2933,0.2889
991,0.2891,0.2880
991,0.2967,0.2807
991,0.2942,0.2850
992,0.2879,0.2812
992,0.2884,0.2852
992,0.2861,0.2776
992,0.2855,0.2819
993,0.2807,0.2765
993,0.2901,0.2805
993,0.2820,0.2723
993,0.2831,0.2755
994,0.2799,0.2758
994,0.2799,0.2707
994,0.2819,0.2798
994,0.2804,0.2689
995,0.2732,0.2687
995,0.2733,0.2723
995,0.2746,0.2674
995,0.2739,0.2685
996,0.2710,0.2655
996,0.2733,0.2635
996,0.2704,0.2701
996,0.2696,0.2646
997,0.2654,0.2634
997,0.2666,0.2649
997,0.2630,0.2582
997,0.2682,0.2637
998,0.2625,0.2587
998,0.2702,0.2562
998,0.2635,0.2522
998,0.2616,0.2557
998,0.2606,0.2567
999,0.2567,0.2523
999,0.2592,0.2485
999,0.2598,0.2543
999,0.2542,0.2463
1000,0.2590,0.2493
1000,0.2566,0.2509
1000,0.2570,0.2513
1000,0.2551,0.2441
1001,0.2524,0.2388
1001,0.2451,0.2444
1001,0.2491,0.2388
1001,0.2466,0.2438
1002,0.2445,0.2452
1002,0.2506,0.2481
1002,0.2434,0.2346
1002,0.2420,0.2366
1003,0.2338,0.2334
1003,0.2363,0.2370
1003,0.2341,0.2339
1003,0.2361,0.2323
1004,0.2393,0.2343
1004,0.2403,0.2318
1004,0.2314,0.2313
1004,0.2335,0.2321
1005,0.2317,0.2274
1005,0.2324,0.2315
1005,0.2312,0.2293
1005,0.2347,0.2209
1006,0.2306,0.2289
1006,0.2289,0.2269
1006,0.2267,0.2262
1006,0.2208,0.2248
1007,0.2279,0.2217
1007,0.2251,0.2328
1007,0.2246,0.2221
1007,0.2225,0.2177
1008,0.2236,0.2177
1008,0.2193,0.2202
1008,0.2225,0.2133
1008,0.2211,0.2166
1009,0.2185,0.2076
1009,0.2185,0.2127
1009,0.2200,0.2058
1009,0.2129,0.2023
1009,0.2153,0.2253
1010,0.2054,0.2059
1010,0.2088,0.2030
1010,0.2073,0.2044
1010,0.2117,0.2047
1011,0.2004,0.2013
1011,0.2001,0.1944
1011,0.2053,0.1958
1011,0.1983,0.1983
1012,0.1958,0.1938
1012,0.1887,0.1889
1012,0.1883,0.1847
1012,0.1902,0.1885
1013,0.1944,0.1940
1013,0.1864,0.1853
1013,0.1892,0.1844
1013,0.1924,0.1839
1014,0.1848,0.1903
1014,0.1848,0.1802
1014,0.1815,0.1822
1014,0.1855,0.1783
1015,0.1832,0.1794
1015,0.1821,0.1782
1015,0.1788,0.1776
1015,0.1834,0.1795
1016,0.1771,0.1722
1016,0.1808,0.1801
1016,0.1781,0.1754
1016,0.1759,0.1742
1017,0.1754,0.1718
1017,0.1710,0.1701
1017,0.1749,0.1675
1017,0.1737,0.1746
1018,0.1730,0.1679
1018,0.1719,0.1707
1018,0.1714,0.1670
1018,0.1762,0.1703
1019,0.1786,0.1727
1019,0.1681,0.1688
1019,0.1699,0.1725
1019,0.1739,0.1740
1020,0.1741,0.1709
1020,0.1777,0.1696
1020,0.1713,0.1695
1020,0.1758,0.1651
1020,0.1724,0.1645
1021,0.1745,0.1637
1021,0.1702,0.1615
1021,0.1670,0.1604
1021,0.1762,0.1664
1022,0.1647,0.1611
1022,0.1681,0.1563
1022,0.1665,0.1660
1022,0.1637,0.1681
1023,0.1626,0.1623
1023,0.1632,0.1555
1023,0.1581,0.1605
1023,0.1630,0.1612
1024,0.1597,0.1560
1024,0.1663,0.1577
1024,0.0924,0.0913
1024,0.0025,-0.0036
1025,0.0009,-0.0039
1025,-0.0008,-0.0050
1025,-0.0031,-0.0036
1025,-0.0021,-0.0066
1026,-0.0001,-0.0053
