Wavelength,10:00am,No cosine
707,0.5721,0.5810
708,0.5608,0.5879
708,0.5693,0.5965
708,0.5682,0.5917
708,0.5751,0.5921
709,0.5709,0.5952
709,0.5724,0.5941
709,0.5773,0.5892
709,0.5804,0.5944
710,0.5752,0.5984
710,0.5730,0.5972
710,0.5832,0.6021
710,0.5750,0.6025
711,0.5684,0.5984
711,0.5808,0.5946
711,0.5851,0.5921
711,0.5874,0.5860
711,0.5715,0.5865
712,0.5887,0.5893
712,0.5774,0.5807
712,0.5871,0.5889
712,0.5710,0.5863
713,0.5899,0.5908
713,0.5778,0.5849
713,0.5800,0.5887
713,0.5770,0.5902
714,0.5800,0.5913
714,0.5784,0.5875
714,0.5726,0.5782
714,0.5794,0.5816
715,0.5749,0.5807
715,0.5695,0.5759
715,0.5766,0.5693
715,0.5688,0.5599
715,0.5721,0.5608
716,0.5675,0.5742
716,0.5734,0.5768
716,0.5655,0.5846
716,0.5637,0.5821
717,0.5622,0.5826
717,0.5695,0.5705
717,0.5545,0.5776
717,0.5495,0.5688
718,0.5481,0.5588
718,0.5445,0.5524
718,0.5294,0.5364
718,0.5193,0.5163
718,0.5044,0.5083
719,0.4920,0.5008
719,0.4789,0.4993
719,0.4671,0.4907
719,0.4467,0.4605
720,0.4475,0.4568
720,0.4288,0.4439
720,0.4227,0.4310
720,0.4147,0.4261
721,0.3991,0.4227
721,0.4009,0.4153
721,0.3935,0.4055
721,0.3880,0.4008
722,0.3752,0.3870
722,0.3711,0.3814
722,0.3791,0.3871
722,0.3814,0.3863
722,0.3835,0.3964
723,0.3951,0.3981
723,0.4037,0.3997
723,0.4084,0.4061
723,0.4141,0.4040
724,0.4300,0.4071
724,0.4396,0.4192
724,0.4434,0.4276
724,0.4362,0.4384
725,0.4335,0.4409
725,0.4333,0.4335
725,0.4243,0.4356
725,0.4221,0.4367
726,0.4196,0.4268
726,0.4227,0.4219
726,0.4071,0.4167
726,0.4105,0.4090
726,0.4096,0.4032
727,0.4102,0.4123
727,0.4057,0.4138
727,0.4030,0.4233
727,0.4055,0.4072
728,0.4052,0.4089
728,0.4014,0.4056
728,0.4025,0.4059
728,0.4023,0.3995
729,0.4031,0.4068
729,0.3974,0.4008
729,0.3931,0.3899
729,0.3868,0.3895
730,0.3992,0.3876
730,0.4003,0.3956
730,0.4018,0.3965
730,0.4070,0.3825
730,0.3933,0.3827
731,0.3921,0.3784
731,0.3953,0.3858
731,0.3927,0.3839
731,0.4039,0.3953
732,0.3979,0.3921
732,0.4003,0.3882
732,0.3953,0.3942
732,0.4023,0.3920
733,0.4041,0.3890
733,0.4033,0.3986
733,0.4024,0.4084
733,0.4055,0.4131
734,0.4141,0.4117
734,0.4205,0.4228
734,0.4232,0.4350
734,0.4305,0.4280
734,0.4324,0.4318
735,0.4361,0.4406
735,0.4359,0.4356
735,0.4427,0.4469
735,0.4559,0.4445
736,0.4669,0.4594
736,0.4614,0.4603
736,0.4659,0.4580
736,0.4675,0.4636
737,0.4587,0.4670
737,0.4670,0.4671
737,0.4774,0.4611
737,0.4682,0.4568
738,0.4799,0.4612
738,0.4687,0.4519
738,0.4765,0.4600
738,0.4693,0.4590
738,0.4731,0.4572
739,0.4733,0.4678
739,0.4912,0.4627
739,0.4848,0.4687
739,0.4901,0.4633
740,0.4813,0.4670
740,0.4864,0.4585
740,0.4834,0.4550
740,0.4748,0.4503
741,0.4864,0.4623
741,0.4752,0.4720
741,0.4783,0.4842
741,0.4779,0.4923
742,0.4798,0.4884
742,0.4907,0.4821
742,0.4777,0.4844
742,0.4918,0.4694
742,0.4929,0.4747
743,0.4829,0.4657
743,0.4919,0.4633
743,0.4810,0.4656
743,0.4932,0.4609
744,0.4856,0.4666
744,0.4871,0.4614
744,0.4875,0.4585
744,0.4905,0.4670
745,0.4959,0.4657
745,0.4944,0.4591
745,0.4909,0.4714
745,0.4890,0.4673
746,0.4967,0.4760
746,0.4859,0.4779
746,0.4996,0.4784
746,0.4860,0.4762
746,0.4933,0.4808
747,0.4876,0.4885
747,0.5004,0.4894
747,0.4802,0.4827
747,0.5007,0.4740
748,0.4918,0.4688
748,0.4937,0.4585
748,0.4911,0.4674
748,0.4975,0.4669
749,0.4891,0.4649
749,0.4901,0.4661
749,0.4904,0.4619
749,0.4944,0.4658
750,0.4904,0.4637
750,0.5014,0.4620
750,0.4970,0.4662
750,0.4838,0.4672
750,0.4929,0.4696
751,0.4868,0.4579
751,0.4836,0.4595
751,0.4851,0.4549
751,0.4846,0.4565
752,0.4879,0.4536
752,0.4748,0.4564
752,0.4817,0.4556
752,0.4788,0.4438
753,0.4785,0.4387
753,0.4754,0.4399
753,0.4766,0.4414
753,0.4820,0.4397
754,0.4799,0.4431
754,0.4765,0.4475
754,0.4815,0.4527
754,0.4683,0.4561
755,0.4681,0.4522
755,0.4695,0.4359
755,0.4689,0.4380
755,0.4686,0.4390
755,0.4656,0.4436
756,0.4703,0.4414
756,0.4709,0.4478
756,0.4670,0.4412
756,0.4660,0.4469
757,0.4777,0.4511
757,0.4597,0.4570
757,0.4677,0.4550
757,0.4598,0.4500
758,0.4668,0.4520
758,0.4597,0.4389
758,0.4689,0.4472
758,0.4684,0.4442
759,0.4619,0.4357
759,0.4629,0.4254
759,0.4554,0.4289
759,0.4618,0.4251
759,0.4590,0.4334
760,0.4574,0.4299
760,0.4509,0.4267
760,0.4471,0.4381
760,0.4408,0.4243
761,0.4199,0.4088
761,0.3916,0.3760
761,0.3581,0.3500
761,0.3379,0.3240
762,0.3060,0.3037
762,0.2918,0.2803
762,0.2654,0.2642
762,0.2585,0.2460
763,0.2479,0.2400
763,0.2482,0.2358
763,0.2521,0.2350
763,0.2559,0.2411
763,0.2476,0.2308
764,0.2368,0.2150
764,0.2238,0.1986
764,0.2125,0.1901
764,0.2045,0.1807
765,0.1986,0.1834
765,0.2062,0.1892
765,0.1955,0.1843
765,0.2036,0.1909
766,0.2080,0.1909
766,0.2101,0.1912
766,0.2121,0.2017
766,0.2232,0.2049
767,0.2280,0.2142
767,0.2325,0.2276
767,0.2364,0.2409
767,0.2453,0.2381
768,0.2540,0.2400
768,0.2649,0.2541
768,0.2743,0.2532
768,0.2926,0.2603
768,0.2965,0.2848
769,0.3093,0.2847
769,0.3195,0.2959
769,0.3226,0.3003
769,0.3375,0.3168
770,0.3398,0.3255
770,0.3493,0.3258
770,0.3532,0.3334
770,0.3598,0.3323
771,0.3748,0.3356
771,0.3808,0.3417
771,0.3770,0.3495
771,0.3876,0.3560
772,0.3922,0.3591
772,0.4089,0.3763
772,0.4018,0.3775
772,0.4107,0.3862
772,0.4036,0.3959
773,0.4120,0.4002
773,0.4023,0.3897
773,0.4122,0.3888
773,0.4089,0.3877
774,0.4150,0.3792
774,0.4158,0.3825
774,0.4122,0.3782
774,0.4170,0.3820
775,0.4219,0.3775
775,0.4190,0.3868
775,0.4234,0.3929
775,0.4231,0.3916
776,0.4272,0.4019
776,0.4221,0.3964
776,0.4206,0.4016
776,0.4122,0.3910
777,0.4207,0.3970
777,0.4217,0.3950
777,0.4255,0.3951
777,0.4193,0.3849
777,0.4222,0.3873
778,0.4218,0.3861
778,0.4223,0.3825
778,0.4073,0.3794
778,0.4214,0.3813
779,0.4158,0.3744
779,0.4207,0.3790
779,0.4101,0.3786
779,0.4194,0.3831
780,0.4098,0.3803
780,0.4194,0.3798
780,0.4112,0.3777
780,0.4164,0.3851
781,0.4185,0.3825
781,0.4122,0.3836
781,0.4066,0.3853
781,0.4095,0.3842
781,0.4078,0.3862
782,0.4083,0.3907
782,0.4099,0.3778
782,0.3986,0.3822
782,0.4023,0.3747
783,0.4004,0.3783
783,0.4015,0.3725
783,0.4120,0.3780
783,0.3995,0.3790
784,0.4080,0.3795
784,0.3980,0.3852
784,0.4027,0.3801
784,0.4030,0.3798
785,0.3985,0.3778
785,0.3945,0.3702
785,0.3990,0.3735
785,0.3943,0.3706
786,0.4004,0.3633
786,0.3994,0.3729
786,0.3917,0.3621
786,0.3933,0.3632
786,0.3910,0.3643
787,0.3917,0.3608
787,0.3913,0.3593
787,0.3926,0.3620
787,0.3901,0.3683
788,0.3864,0.3640
788,0.3865,0.3538
788,0.3833,0.3544
788,0.3850,0.3481
789,0.3798,0.3525
789,0.3843,0.3559
789,0.3755,0.3535
789,0.3799,0.3511
790,0.3749,0.3391
790,0.3805,0.3347
790,0.3724,0.3367
790,0.3704,0.3430
790,0.3698,0.3502
791,0.3665,0.3364
791,0.3596,0.3307
791,0.3673,0.3292
791,0.3675,0.3304
792,0.3697,0.3288
792,0.3559,0.3389
792,0.3626,0.3406
792,0.3602,0.3322
793,0.3614,0.3226
793,0.3571,0.3209
793,0.3559,0.3330
793,0.3458,0.3296
794,0.3575,0.3209
794,0.3581,0.3160
794,0.3548,0.3185
794,0.3554,0.3221
795,0.3524,0.3277
795,0.3494,0.3153
795,0.3492,0.3202
795,0.3444,0.3178
795,0.3456,0.3176
796,0.3494,0.3138
796,0.3461,0.3157
796,0.3470,0.3250
796,0.3474,0.3184
797,0.3429,0.3110
797,0.3499,0.3144
797,0.3509,0.3091
797,0.3452,0.3071
798,0.3416,0.2993
798,0.3346,0.2988
798,0.3399,0.3008
798,0.3450,0.2983
799,0.3470,0.3062
799,0.3418,0.3068
799,0.3411,0.2973
799,0.3393,0.3111
800,0.3455,0.3094
800,0.3423,0.3147
800,0.3443,0.3136
800,0.3396,0.3144
800,0.3425,0.3080
801,0.3503,0.3153
801,0.3391,0.3173
801,0.3368,0.3068
801,0.3370,0.3154
802,0.3356,0.3119
802,0.3401,0.3127
802,0.3368,0.3111
802,0.3314,0.3102
803,0.3303,0.3136
803,0.3397,0.3145
803,0.3308,0.3102
803,0.3311,0.3088
804,0.3325,0.3008
804,0.3281,0.3001
804,0.3306,0.3021
804,0.3248,0.2983
805,0.3293,0.2997
805,0.3256,0.2976
805,0.3214,0.2934
805,0.3311,0.2993
805,0.3287,0.3009
806,0.3309,0.3005
806,0.3245,0.2937
806,0.3219,0.2960
806,0.3202,0.2928
807,0.3247,0.2981
807,0.3306,0.3065
807,0.3236,0.3010
807,0.3273,0.2976
808,0.3271,0.2981
808,0.3194,0.3019
808,0.3216,0.2982
808,0.3295,0.2931
809,0.3253,0.2929
809,0.3188,0.2923
809,0.3216,0.2904
809,0.3228,0.2935
810,0.3221,0.2958
810,0.3204,0.2932
810,0.3188,0.2887
810,0.3128,0.2868
810,0.3193,0.2880
811,0.3143,0.2868
811,0.3132,0.2816
811,0.3125,0.2846
811,0.3100,0.2814
812,0.3130,0.2798
812,0.3107,0.2744
812,0.3054,0.2694
812,0.3068,0.2718
813,0.3047,0.2685
813,0.3014,0.2645
813,0.2990,0.2714
813,0.2952,0.2730
814,0.2943,0.2779
814,0.2931,0.2780
814,0.2956,0.2746
814,0.2886,0.2655
815,0.2862,0.2655
815,0.2809,0.2549
815,0.2689,0.2534
815,0.2659,0.2452
815,0.2617,0.2428
816,0.2654,0.2412
816,0.2611,0.2388
816,0.2533,0.2309
816,0.2483,0.2325
817,0.2464,0.2200
817,0.2414,0.2226
817,0.2387,0.2195
817,0.2318,0.2142
818,0.2316,0.2027
818,0.2226,0.2013
818,0.2228,0.1983
818,0.2229,0.2110
819,0.2238,0.2023
819,0.2219,0.2074
819,0.2191,0.2014
819,0.2129,0.1999
820,0.2138,0.1920
820,0.2114,0.1927
820,0.2140,0.1903
820,0.2110,0.1892
820,0.2114,0.1896
821,0.2086,0.1872
821,0.2059,0.1803
821,0.2057,0.1818
821,0.2067,0.1831
822,0.2108,0.1920
822,0.2185,0.1968
822,0.2195,0.1930
822,0.2186,0.2008
823,0.2254,0.2004
823,0.2291,0.2000
823,0.2168,0.2028
823,0.2277,0.1958
824,0.2213,0.1944
824,0.2101,0.1852
824,0.2013,0.1804
824,0.1952,0.1769
825,0.1885,0.1714
825,0.1907,0.1734
825,0.1983,0.1826
825,0.2025,0.1917
826,0.2114,0.1959
826,0.2084,0.1955
826,0.2137,0.1952
826,0.2220,0.1991
826,0.2250,0.2029
827,0.2291,0.1930
827,0.2297,0.1942
827,0.2245,0.1905
827,0.2236,0.1953
828,0.2210,0.1909
828,0.2273,0.1962
828,0.2182,0.2020
828,0.2268,0.2044
829,0.2247,0.2025
829,0.2188,0.1996
829,0.2135,0.1958
829,0.2122,0.1961
830,0.2166,0.1936
830,0.2151,0.1957
830,0.2149,0.1998
830,0.2111,0.1988
831,0.2134,0.1961
831,0.2053,0.1995
831,0.2176,0.2022
831,0.2123,0.2034
831,0.2237,0.2054
832,0.2219,0.2023
832,0.2173,0.1982
832,0.2154,0.2021
832,0.2244,0.1942
833,0.2186,0.1960
833,0.2245,0.1961
833,0.2185,0.1981
833,0.2189,0.1950
834,0.2199,0.1907
834,0.2154,0.1913
834,0.2196,0.2009
834,0.2184,0.2033
835,0.2252,0.2034
835,0.2163,0.2022
835,0.2149,0.2015
835,0.2222,0.2035
836,0.2132,0.1948
836,0.2177,0.1946
836,0.2249,0.1948
836,0.2322,0.1966
837,0.2303,0.1972
837,0.2230,0.2039
837,0.2214,0.2032
837,0.2236,0.1979
837,0.2227,0.2035
838,0.2180,0.2044
838,0.2272,0.1971
838,0.2285,0.2060
838,0.2291,0.2072
839,0.2355,0.2135
839,0.2299,0.2200
839,0.2323,0.2139
839,0.2356,0.2118
840,0.2312,0.2098
840,0.2357,0.2041
840,0.2317,0.2088
840,0.2359,0.2118
841,0.2370,0.2129
841,0.2379,0.2116
841,0.2358,0.2148
841,0.2381,0.2157
842,0.2407,0.2109
842,0.2438,0.2033
842,0.2431,0.2078
842,0.2441,0.2142
842,0.2431,0.2207
843,0.2405,0.2192
843,0.2477,0.2197
843,0.2377,0.2203
843,0.2416,0.2218
844,0.2438,0.2173
844,0.2432,0.2199
844,0.2417,0.2167
844,0.2462,0.2216
845,0.2420,0.2236
845,0.2463,0.2113
845,0.2449,0.2086
845,0.2426,0.2088
846,0.2447,0.2165
846,0.2479,0.2144
846,0.2367,0.2178
846,0.2433,0.2147
847,0.2445,0.2134
847,0.2432,0.2158
847,0.2508,0.2204
847,0.2475,0.2267
848,0.2461,0.2240
848,0.2428,0.2294
848,0.2467,0.2183
848,0.2430,0.2197
848,0.2514,0.2224
849,0.2408,0.2223
849,0.2468,0.2243
849,0.2417,0.2171
849,0.2432,0.2201
850,0.2447,0.2204
850,0.2477,0.2140
850,0.2470,0.2168
850,0.2446,0.2098
851,0.2462,0.2133
851,0.2370,0.2130
851,0.2371,0.2095
851,0.2407,0.2037
852,0.2313,0.2060
852,0.2283,0.1990
852,0.2324,0.1967
852,0.2354,0.2026
853,0.2345,0.2024
853,0.2353,0.2059
853,0.2354,0.2070
853,0.2305,0.2128
854,0.2364,0.2074
854,0.2367,0.2111
854,0.2364,0.2079
854,0.2313,0.2161
854,0.2298,0.2082
855,0.2368,0.2123
855,0.2287,0.2074
855,0.2196,0.2049
855,0.2210,0.1989
856,0.2175,0.1942
856,0.2110,0.1856
856,0.2119,0.1885
856,0.2126,0.1909
857,0.2170,0.1931
857,0.2166,0.1896
857,0.2167,0.1954
857,0.2169,0.1984
858,0.2227,0.1962
858,0.2231,0.1971
858,0.2247,0.1977
858,0.2193,0.1936
859,0.2206,0.2005
859,0.2240,0.2013
859,0.2218,0.1975
859,0.2267,0.1975
860,0.2255,0.1932
860,0.2254,0.1942
860,0.2233,0.1941
860,0.2234,0.1949
860,0.2189,0.1933
861,0.2207,0.1880
861,0.2199,0.1901
861,0.2179,0.1909
861,0.2228,0.1955
862,0.2170,0.1992
862,0.2185,0.1945
862,0.2175,0.1990
862,0.2171,0.1908
863,0.2192,0.1945
863,0.2165,0.1970
863,0.2157,0.1978
863,0.2180,0.1994
864,0.2185,0.2040
864,0.2134,0.1966
864,0.2150,0.1952
864,0.2134,0.1977
865,0.2166,0.1908
865,0.2156,0.1857
865,0.2172,0.1953
865,0.2138,0.1857
866,0.2154,0.1904
866,0.2143,0.1870
866,0.2176,0.1846
866,0.2114,0.1866
866,0.2159,0.1867
867,0.2090,0.1795
867,0.2133,0.1748
867,0.2021,0.1795
867,0.1997,0.1760
868,0.2036,0.1779
868,0.1945,0.1718
868,0.1927,0.1681
868,0.1976,0.1745
869,0.1965,0.1760
869,0.1987,0.1721
869,0.1928,0.1750
869,0.1948,0.1747
870,0.1970,0.1734
870,0.1989,0.1722
870,0.1992,0.1746
870,0.1963,0.1691
871,0.1944,0.1710
871,0.2012,0.1687
871,0.2003,0.1731
871,0.2035,0.1677
872,0.1906,0.1722
872,0.2024,0.1736
872,0.2012,0.1751
872,0.1959,0.1775
872,0.1975,0.1737
873,0.1970,0.1727
873,0.1986,0.1733
873,0.1999,0.1813
873,0.1949,0.1754
874,0.1956,0.1767
874,0.1980,0.1772
874,0.1978,0.1740
874,0.1997,0.1790
875,0.2022,0.1748
875,0.1937,0.1727
875,0.1967,0.1740
875,0.1944,0.1754
876,0.1925,0.1762
876,0.1956,0.1707
876,0.2011,0.1701
876,0.1901,0.1742
877,0.1969,0.1664
877,0.1932,0.1679
877,0.1931,0.1623
877,0.1907,0.1684
878,0.1938,0.1661
878,0.1922,0.1748
878,0.1913,0.1718
878,0.1910,0.1707
878,0.1919,0.1688
879,0.1923,0.1683
879,0.1955,0.1633
879,0.1899,0.1680
879,0.1897,0.1639
880,0.1954,0.1645
880,0.1931,0.1689
880,0.1891,0.1662
880,0.1880,0.1692
881,0.1898,0.1647
881,0.1890,0.1643
881,0.1884,0.1616
881,0.1910,0.1590
882,0.1835,0.1624
882,0.1877,0.1605
882,0.1881,0.1618
882,0.1851,0.1671
883,0.1896,0.1654
883,0.1865,0.1648
883,0.1949,0.1618
883,0.1913,0.1624
884,0.1868,0.1622
884,0.1913,0.1591
884,0.1845,0.1633
884,0.1856,0.1623
885,0.1903,0.1609
885,0.1848,0.1691
885,0.1831,0.1671
885,0.1887,0.1640
885,0.1851,0.1637
886,0.1868,0.1610
886,0.1876,0.1627
886,0.1891,0.1689
886,0.1890,0.1647
887,0.1900,0.1588
887,0.1785,0.1602
887,0.1843,0.1626
887,0.1846,0.1625
888,0.1788,0.1596
888,0.1893,0.1560
888,0.1850,0.1630
888,0.1806,0.1567
889,0.1835,0.1557
889,0.1835,0.1576
889,0.1850,0.1561
889,0.1812,0.1597
890,0.1853,0.1535
890,0.1814,0.1574
890,0.1859,0.1579
890,0.1829,0.1562
891,0.1859,0.1569
891,0.1831,0.1588
891,0.1804,0.1600
891,0.1862,0.1595
891,0.1850,0.1568
892,0.1760,0.1583
892,0.1890,0.1592
892,0.1794,0.1614
892,0.1720,0.1603
893,0.1782,0.1580
893,0.1866,0.1600
893,0.1827,0.1612
893,0.1769,0.1607
894,0.1730,0.1572
894,0.1723,0.1490
894,0.1784,0.1489
894,0.1729,0.1454
895,0.1746,0.1518
895,0.1731,0.1534
895,0.1683,0.1525
895,0.1667,0.1494
896,0.1652,0.1487
896,0.1665,0.1493
896,0.1630,0.1452
896,0.1598,0.1404
897,0.1581,0.1427
897,0.1556,0.1381
897,0.1500,0.1330
897,0.1549,0.1315
898,0.1473,0.1307
898,0.1465,0.1247
898,0.1453,0.1272
898,0.1409,0.1214
898,0.1442,0.1208
899,0.1414,0.1219
899,0.1360,0.1135
899,0.1369,0.1200
899,0.1348,0.1166
900,0.1363,0.1199
900,0.1327,0.1144
900,0.1292,0.1064
900,0.1221,0.1074
901,0.1209,0.1013
901,0.1199,0.1028
901,0.1212,0.1090
901,0.1217,0.1080
902,0.1209,0.1048
902,0.1193,0.1048
902,0.1093,0.1040
902,0.1175,0.1015
903,0.1095,0.0954
903,0.1146,0.0992
903,0.1120,0.0958
903,0.1116,0.0983
904,0.1125,0.0988
904,0.1125,0.0947
904,0.1104,0.0918
904,0.1105,0.0923
905,0.1090,0.0952
905,0.1192,0.0967
905,0.1192,0.0973
905,0.1129,0.0995
905,0.1190,0.1015
906,0.1250,0.0976
906,0.1215,0.1032
906,0.1220,0.1055
906,0.1214,0.1091
907,0.1203,0.1088
907,0.1214,0.1064
907,0.1231,0.1073
907,0.1306,0.1109
908,0.1208,0.1100
908,0.1173,0.1086
908,0.1194,0.1089
908,0.1173,0.1102
909,0.1172,0.1035
909,0.1144,0.1009
909,0.1141,0.1023
909,0.1110,0.0997
910,0.1100,0.0927
910,0.1065,0.0952
910,0.1045,0.0930
910,0.1098,0.0914
911,0.1086,0.0928
911,0.1093,0.0916
911,0.1056,0.0896
911,0.0997,0.0934
912,0.1075,0.0884
912,0.0996,0.0899
912,0.1096,0.0901
912,0.1037,0.0887
912,0.1076,0.0897
913,0.1102,0.0921
913,0.1035,0.0954
913,0.1049,0.0948
913,0.1074,0.0906
914,0.1046,0.0858
914,0.1049,0.0897
914,0.1014,0.0879
914,0.1021,0.0866
915,0.1007,0.0848
915,0.0992,0.0920
915,0.0971,0.0843
915,0.0926,0.0842
916,0.0967,0.0840
916,0.1015,0.0855
916,0.0975,0.0869
916,0.0978,0.0867
917,0.0939,0.0854
917,0.0926,0.0798
917,0.0874,0.0775
917,0.0940,0.0788
918,0.0892,0.0758
918,0.0933,0.0782
918,0.0912,0.0824
918,0.0933,0.0801
919,0.0957,0.0792
919,0.0862,0.0760
919,0.0890,0.0750
919,0.0890,0.0750
920,0.0881,0.0747
920,0.0872,0.0763
920,0.0916,0.0771
920,0.0903,0.0787
920,0.0896,0.0838
921,0.0973,0.0864
921,0.0950,0.0831
921,0.0938,0.0846
921,0.1004,0.0822
922,0.1057,0.0864
922,0.1051,0.0849
922,0.0984,0.0858
922,0.0981,0.0885
923,0.1000,0.0871
923,0.1026,0.0847
923,0.0989,0.0911
923,0.1033,0.0852
924,0.0991,0.0857
924,0.1064,0.0827
924,0.1031,0.0869
924,0.1015,0.0898
925,0.1023,0.0873
925,0.1021,0.0837
925,0.0991,0.0855
925,0.0988,0.0894
926,0.0995,0.0863
926,0.0993,0.0806
926,0.0969,0.0818
926,0.0946,0.0820
927,0.0995,0.0828
927,0.0946,0.0855
927,0.0990,0.0827
927,0.0967,0.0810
927,0.0962,0.0769
928,0.0939,0.0773
928,0.0994,0.0797
928,0.0956,0.0771
928,0.1001,0.0810
929,0.0936,0.0779
929,0.0958,0.0814
929,0.0902,0.0760
929,0.0910,0.0758
930,0.0870,0.0761
930,0.0842,0.0765
930,0.0868,0.0757
930,0.0807,0.0697
931,0.0772,0.0670
931,0.0820,0.0671
931,0.0778,0.0622
931,0.0794,0.0635
932,0.0713,0.0605
932,0.0705,0.0594
932,0.0659,0.0612
932,0.0630,0.0531
933,0.0616,0.0563
933,0.0583,0.0539
933,0.0588,0.0500
933,0.0568,0.0466
934,0.0506,0.0423
934,0.0476,0.0442
934,0.0499,0.0403
934,0.0431,0.0415
935,0.0444,0.0382
935,0.0420,0.0375
935,0.0396,0.0358
935,0.0401,0.0312
935,0.0384,0.0305
936,0.0326,0.0302
936,0.0315,0.0248
936,0.0332,0.0295
936,0.0318,0.0274
937,0.0288,0.0262
937,0.0320,0.0247
937,0.0267,0.0257
937,0.0290,0.0257
938,0.0277,0.0209
938,0.0242,0.0207
938,0.0239,0.0190
938,0.0233,0.0199
939,0.0228,0.0202
939,0.0229,0.0190
939,0.0189,0.0164
939,0.0197,0.0184
940,0.0159,0.0167
940,0.0183,0.0200
940,0.0183,0.0160
940,0.0235,0.0163
941,0.0222,0.0218
941,0.0250,0.0203
941,0.0251,0.0220
941,0.0264,0.0224
942,0.0243,0.0230
942,0.0275,0.0216
942,0.0255,0.0224
942,0.0249,0.0214
943,0.0235,0.0219
943,0.0233,0.0234
943,0.0236,0.0206
943,0.0251,0.0210
943,0.0247,0.0265
944,0.0243,0.0263
944,0.0209,0.0187
944,0.0216,0.0188
944,0.0219,0.0210
945,0.0240,0.0219
945,0.0215,0.0232
945,0.0210,0.0190
945,0.0222,0.0188
946,0.0185,0.0151
946,0.0201,0.0205
946,0.0229,0.0194
946,0.0215,0.0200
947,0.0213,0.0190
947,0.0201,0.0198
947,0.0168,0.0188
947,0.0195,0.0197
948,0.0173,0.0184
948,0.0223,0.0183
948,0.0213,0.0199
948,0.0207,0.0191
949,0.0225,0.0177
949,0.0253,0.0160
949,0.0194,0.0175
949,0.0198,0.0199
950,0.0202,0.0195
950,0.0216,0.0196
950,0.0231,0.0193
950,0.0257,0.0202
951,0.0248,0.0191
951,0.0222,0.0175
951,0.0185,0.0191
951,0.0193,0.0208
951,0.0198,0.0167
952,0.0223,0.0188
952,0.0187,0.0187
952,0.0229,0.0162
952,0.0255,0.0214
953,0.0259,0.0214
953,0.0228,0.0231
953,0.0223,0.0226
953,0.0221,0.0198
954,0.0241,0.0175
954,0.0218,0.0188
954,0.0182,0.0204
954,0.0217,0.0167
955,0.0227,0.0197
955,0.0254,0.0244
955,0.0240,0.0216
955,0.0222,0.0206
956,0.0231,0.0237
956,0.0250,0.0184
956,0.0205,0.0197
956,0.0242,0.0215
957,0.0263,0.0175
957,0.0233,0.0186
957,0.0208,0.0196
957,0.0231,0.0213
958,0.0268,0.0229
958,0.0228,0.0221
958,0.0251,0.0230
958,0.0210,0.0217
959,0.0227,0.0212
959,0.0257,0.0205
959,0.0267,0.0227
959,0.0278,0.0222
960,0.0292,0.0251
960,0.0284,0.0247
960,0.0279,0.0275
960,0.0256,0.0267
960,0.0238,0.0219
961,0.0239,0.0228
961,0.0242,0.0224
961,0.0259,0.0189
961,0.0286,0.0205
962,0.0258,0.0236
962,0.0286,0.0233
962,0.0278,0.0239
962,0.0291,0.0240
963,0.0263,0.0262
963,0.0297,0.0278
963,0.0297,0.0244
963,0.0310,0.0278
964,0.0305,0.0207
964,0.0284,0.0250
964,0.0316,0.0219
964,0.0334,0.0250
965,0.0323,0.0276
965,0.0317,0.0300
965,0.0346,0.0291
965,0.0347,0.0285
966,0.0280,0.0283
966,0.0330,0.0288
966,0.0341,0.0261
966,0.0373,0.0321
967,0.0342,0.0314
967,0.0365,0.0316
967,0.0343,0.0297
967,0.0367,0.0312
968,0.0319,0.0282
968,0.0316,0.0300
968,0.0328,0.0275
968,0.0329,0.0311
969,0.0354,0.0302
969,0.0384,0.0315
969,0.0398,0.0324
969,0.0413,0.0363
969,0.0389,0.0305
970,0.0426,0.0400
970,0.0388,0.0341
970,0.0453,0.0370
970,0.0458,0.0362
971,0.0461,0.0393
971,0.0423,0.0352
971,0.0456,0.0410
971,0.0453,0.0372
972,0.0451,0.0393
972,0.0444,0.0362
972,0.0487,0.0390
972,0.0503,0.0412
973,0.0499,0.0409
973,0.0472,0.0421
973,0.0495,0.0425
973,0.0518,0.0450
974,0.0526,0.0436
974,0.0505,0.0448
974,0.0508,0.0424
974,0.0531,0.0426
975,0.0481,0.0434
975,0.0519,0.0432
975,0.0487,0.0452
975,0.0482,0.0420
976,0.0510,0.0421
976,0.0482,0.0412
976,0.0501,0.0423
976,0.0473,0.0401
977,0.0475,0.0419
977,0.0491,0.0384
977,0.0463,0.0403
977,0.0467,0.0408
978,0.0471,0.0409
978,0.0440,0.0375
978,0.0459,0.0365
978,0.0488,0.0387
978,0.0485,0.0368
979,0.0466,0.0390
979,0.0513,0.0424
979,0.0506,0.0425
979,0.0520,0.0446
980,0.0481,0.0371
980,0.0515,0.0423
980,0.0464,0.0415
980,0.0472,0.0403
981,0.0475,0.0447
981,0.0473,0.0412
981,0.0452,0.0426
981,0.0479,0.0417
982,0.0480,0.0424
982,0.0501,0.0440
982,0.0495,0.0406
982,0.0482,0.0387
983,0.0491,0.0407
983,0.0505,0.0411
983,0.0498,0.0438
983,0.0501,0.0407
984,0.0478,0.0419
984,0.0495,0.0401
984,0.0466,0.0431
984,0.0467,0.0414
985,0.0506,0.0417
985,0.0517,0.0387
985,0.0489,0.0409
985,0.0515,0.0439
986,0.0508,0.0394
986,0.0504,0.0423
986,0.0512,0.0413
