Wavelength,Daylight Window,Daylight Direct
861.9,0.0180,0.2093
862.1,0.0148,0.2044
862.4,0.0158,0.2044
862.6,0.0160,0.2082
862.9,0.0165,0.2048
863.1,0.0151,0.2034
863.3,0.0156,0.2017
863.6,0.0159,0.2073
863.8,0.0147,0.2006
864.1,0.0151,0.2042
864.3,0.0163,0.2046
864.5,0.0127,0.2073
864.8,0.0154,0.2013
865.0,0.0153,0.2032
865.3,0.0174,0.2060
865.5,0.0160,0.2084
865.7,0.0181,0.2071
866.0,0.0123,0.2025
866.2,0.0181,0.1982
866.5,0.0160,0.2026
866.7,0.0190,0.2004
866.9,0.0157,0.1976
867.2,0.0150,0.1949
867.4,0.0154,0.1893
867.7,0.0160,0.1871
867.9,0.0129,0.1871
868.1,0.0168,0.1866
868.4,0.0147,0.1897
868.6,0.0167,0.1858
868.9,0.0169,0.1891
869.1,0.0145,0.1901
869.4,0.0155,0.1905
869.6,0.0151,0.1886
869.8,0.0140,0.1869
870.1,0.0151,0.1872
870.3,0.0135,0.1883
870.6,0.0140,0.1814
870.8,0.0134,0.1832
871.0,0.0172,0.1854
871.3,0.0157,0.1867
871.5,0.0164,0.1849
871.8,0.0139,0.1843
872.0,0.0152,0.1818
872.2,0.0163,0.1803
872.5,0.0147,0.1828
872.7,0.0126,0.1803
873.0,0.0148,0.1792
873.2,0.0109,0.1831
873.4,0.0159,0.1790
873.7,0.0159,0.1853
873.9,0.0141,0.1844
874.2,0.0125,0.1814
874.4,0.0147,0.1835
874.6,0.0131,0.1783
874.9,0.0162,0.1829
875.1,0.0129,0.1841
875.4,0.0131,0.1770
875.6,0.0141,0.1829
875.8,0.0119,0.1805
876.1,0.0110,0.1817
876.3,0.0127,0.1778
876.6,0.0123,0.1796
876.8,0.0127,0.1771
877.0,0.0117,0.1790
877.3,0.0138,0.1839
877.5,0.0103,0.1817
877.8,0.0152,0.1771
878.0,0.0114,0.1794
878.2,0.0128,0.1808
878.5,0.0144,0.1770
878.7,0.0128,0.1811
879.0,0.0143,0.1741
879.2,0.0106,0.1772
879.5,0.0125,0.1738
879.7,0.0111,0.1720
879.9,0.0121,0.1720
880.2,0.0120,0.1697
880.4,0.0150,0.1725
880.7,0.0096,0.1666
880.9,0.0127,0.1741
881.1,0.0104,0.1726
881.4,0.0118,0.1722
881.6,0.0098,0.1696
881.9,0.0130,0.1712
882.1,0.0100,0.1685
882.3,0.0122,0.1679
882.6,0.0112,0.1738
882.8,0.0111,0.1677
883.1,0.0092,0.1642
883.3,0.0127,0.1707
883.5,0.0090,0.1688
883.8,0.0118,0.1694
884.0,0.0093,0.1704
884.3,0.0085,0.1668
884.5,0.0114,0.1677
884.7,0.0114,0.1673
885.0,0.0099,0.1735
885.2,0.0107,0.1671
885.5,0.0095,0.1688
885.7,0.0128,0.1635
886.0,0.0115,0.1640
886.2,0.0093,0.1715
886.4,0.0106,0.1664
886.7,0.0127,0.1684
886.9,0.0113,0.1618
887.2,0.0114,0.1653
887.4,0.0126,0.1656
887.6,0.0119,0.1658
887.9,0.0103,0.1621
888.1,0.0116,0.1666
888.4,0.0086,0.1678
888.6,0.0111,0.1608
888.8,0.0101,0.1560
889.1,0.0090,0.1596
889.3,0.0099,0.1605
889.6,0.0109,0.1625
889.8,0.0095,0.1581
890.0,0.0093,0.1580
890.3,0.0124,0.1580
890.5,0.0121,0.1607
890.8,0.0097,0.1618
891.0,0.0079,0.1615
891.3,0.0099,0.1645
891.5,0.0097,0.1599
891.7,0.0120,0.1623
892.0,0.0093,0.1542
892.2,0.0104,0.1610
892.5,0.0123,0.1558
892.7,0.0097,0.1568
892.9,0.0109,0.1515
893.2,0.0081,0.1545
893.4,0.0123,0.1518
893.7,0.0081,0.1566
893.9,0.0096,0.1465
894.1,0.0108,0.1510
894.4,0.0110,0.1470
894.6,0.0080,0.1473
894.9,0.0063,0.1452
895.1,0.0064,0.1449
895.4,0.0116,0.1418
895.6,0.0084,0.1423
895.8,0.0081,0.1381
896.1,0.0078,0.1363
896.3,0.0105,0.1341
896.6,0.0087,0.1343
896.8,0.0099,0.1306
897.0,0.0104,0.1312
897.3,0.0095,0.1253
897.5,0.0086,0.1200
897.8,0.0073,0.1170
898.0,0.0096,0.1198
898.2,0.0078,0.1125
898.5,0.0080,0.1173
898.7,0.0059,0.1134
899.0,0.0062,0.1124
899.2,0.0102,0.1143
899.5,0.0060,0.1116
899.7,0.0063,0.1103
899.9,0.0038,0.1007
900.2,0.0066,0.1056
900.4,0.0035,0.0965
900.7,0.0051,0.1007
900.9,0.0067,0.0989
901.1,0.0074,0.0931
901.4,0.0058,0.0944
901.6,0.0057,0.0988
901.9,0.0038,0.0937
902.1,0.0054,0.0940
902.3,0.0054,0.0894
902.6,0.0052,0.0879
902.8,0.0051,0.0861
903.1,0.0026,0.0842
903.3,0.0041,0.0847
903.6,0.0080,0.0822
903.8,0.0051,0.0819
904.0,0.0067,0.0816
904.3,0.0065,0.0816
904.5,0.0055,0.0802
904.8,0.0038,0.0852
905.0,0.0057,0.0809
905.2,0.0031,0.0815
905.5,0.0046,0.0848
905.7,0.0032,0.0835
906.0,0.0053,0.0870
906.2,0.0049,0.0863
906.5,0.0049,0.0870
906.7,0.0050,0.0897
906.9,0.0076,0.0848
907.2,0.0064,0.0856
907.4,0.0049,0.0881
907.7,0.0047,0.0837
907.9,0.0052,0.0868
908.1,0.0021,0.0851
908.4,0.0034,0.0781
908.6,0.0045,0.0804
908.9,0.0041,0.0775
909.1,0.0019,0.0777
909.4,0.0050,0.0807
909.6,0.0038,0.0783
909.8,0.0060,0.0770
910.1,0.0050,0.0756
910.3,0.0043,0.0769
910.6,0.0044,0.0749
910.8,0.0015,0.0752
911.0,0.0041,0.0779
911.3,0.0023,0.0724
911.5,0.0020,0.0730
911.8,0.0038,0.0746
912.0,0.0033,0.0717
912.3,0.0041,0.0737
912.5,0.0019,0.0742
912.7,0.0067,0.0776
913.0,0.0033,0.0715
913.2,0.0030,0.0707
913.5,0.0033,0.0755
913.7,0.0042,0.0738
913.9,0.0058,0.0748
914.2,0.0038,0.0742
914.4,0.0042,0.0687
914.7,0.0025,0.0651
914.9,0.0029,0.0663
915.2,0.0042,0.0684
915.4,0.0025,0.0664
915.6,0.0001,0.0667
915.9,0.0035,0.0618
916.1,0.0050,0.0624
916.4,0.0025,0.0583
916.6,0.0054,0.0602
916.8,0.0034,0.0552
917.1,0.0026,0.0610
917.3,0.0044,0.0635
917.6,0.0006,0.0597
917.8,0.0017,0.0590
918.1,0.0029,0.0581
918.3,-0.0006,0.0594
918.5,0.0032,0.0559
918.8,0.0046,0.0572
919.0,0.0030,0.0559
919.3,0.0010,0.0580
919.5,0.0042,0.0553
919.7,0.0014,0.0601
920.0,0.0021,0.0612
920.2,0.0009,0.0593
920.5,0.0041,0.0622
920.7,0.0034,0.0607
921.0,0.0044,0.0631
921.2,0.0031,0.0603
921.4,0.0049,0.0628
921.7,0.0009,0.0651
921.9,0.0054,0.0619
922.2,0.0036,0.0628
922.4,0.0028,0.0610
922.7,0.0035,0.0629
922.9,0.0026,0.0638
923.1,0.0048,0.0625
923.4,0.0028,0.0666
923.6,0.0026,0.0637
923.9,0.0041,0.0656
924.1,0.0037,0.0657
924.3,0.0033,0.0655
924.6,0.0031,0.0657
924.8,0.0037,0.0641
925.1,0.0041,0.0662
925.3,0.0052,0.0643
925.6,0.0041,0.0657
925.8,0.0032,0.0611
926.0,0.0033,0.0693
926.3,0.0018,0.0682
926.5,0.0038,0.0671
926.8,0.0063,0.0616
927.0,0.0049,0.0640
927.2,0.0033,0.0667
927.5,0.0042,0.0663
927.7,0.0051,0.0683
928.0,0.0025,0.0634
928.2,0.0039,0.0698
928.5,0.0006,0.0655
928.7,0.0045,0.0639
928.9,0.0019,0.0648
929.2,0.0067,0.0617
929.4,-0.0011,0.0591
929.7,0.0011,0.0593
929.9,0.0036,0.0586
930.2,0.0067,0.0563
930.4,0.0020,0.0585
930.6,0.0018,0.0551
930.9,0.0042,0.0549
931.1,-0.0001,0.0553
931.4,0.0020,0.0468
931.6,0.0060,0.0473
931.9,0.0013,0.0459
932.1,0.0042,0.0465
932.3,0.0028,0.0456
932.6,0.0007,0.0443
932.8,0.0012,0.0455
933.1,0.0006,0.0405
933.3,0.0023,0.0364
933.5,0.0047,0.0358
933.8,-0.0009,0.0343
934.0,0.0010,0.0335
934.3,0.0011,0.0316
934.5,0.0032,0.0303
934.8,-0.0009,0.0277
935.0,0.0029,0.0296
935.2,0.0007,0.0256
935.5,0.0038,0.0276
935.7,0.0003,0.0229
936.0,0.0025,0.0255
936.2,-0.0001,0.0247
936.5,0.0003,0.0201
936.7,0.0009,0.0207
936.9,0.0013,0.0200
937.2,0.0007,0.0198
937.4,0.0005,0.0207
937.7,0.0008,0.0164
937.9,0.0006,0.0185
938.2,0.0012,0.0177
938.4,0.0018,0.0159
938.6,-0.0028,0.0141
938.9,0.0036,0.0151
939.1,0.0007,0.0119
939.4,0.0033,0.0105
939.6,0.0015,0.0105
939.9,0.0005,0.0117
940.1,0.0019,0.0109
940.3,0.0011,0.0146
940.6,0.0032,0.0104
940.8,0.0001,0.0113
941.1,0.0009,0.0148
941.3,0.0029,0.0099
941.5,0.0013,0.0097
941.8,-0.0015,0.0087
942.0,-0.0008,0.0134
942.3,-0.0013,0.0084
942.5,0.0012,0.0115
942.8,0.0021,0.0084
943.0,-0.0003,0.0104
943.2,-0.0025,0.0100
943.5,0.0028,0.0108
943.7,0.0006,0.0111
944.0,0.0023,0.0121
944.2,-0.0011,0.0092
944.5,-0.0007,0.0090
944.7,-0.0006,0.0116
944.9,-0.0003,0.0128
945.2,-0.0001,0.0094
945.4,-0.0003,0.0110
945.7,-0.0007,0.0085
945.9,0.0009,0.0080
946.2,0.0020,0.0109
946.4,0.0025,0.0101
946.6,0.0004,0.0084
946.9,0.0023,0.0089
947.1,-0.0008,0.0067
947.4,-0.0003,0.0115
947.6,0.0024,0.0108
947.9,-0.0009,0.0117
948.1,0.0003,0.0099
948.3,-0.0027,0.0098
948.6,-0.0021,0.0098
948.8,0.0019,0.0098
949.1,-0.0003,0.0114
949.3,0.0019,0.0106
949.6,0.0006,0.0106
949.8,0.0037,0.0134
950.0,0.0020,0.0081
950.3,0.0016,0.0104
950.5,0.0023,0.0102
950.8,0.0023,0.0120
951.0,0.0002,0.0092
951.3,0.0031,0.0091
951.5,-0.0018,0.0100
951.7,-0.0015,0.0110
952.0,-0.0018,0.0113
952.2,0.0007,0.0134
952.5,-0.0025,0.0123
952.7,0.0008,0.0107
953.0,0.0025,0.0114
953.2,0.0018,0.0094
953.4,-0.0014,0.0114
953.7,0.0023,0.0081
953.9,0.0006,0.0089
954.2,-0.0006,0.0109
954.4,0.0014,0.0115
954.7,0.0021,0.0109
954.9,0.0011,0.0106
955.1,0.0019,0.0097
955.4,0.0022,0.0114
955.6,0.0001,0.0082
955.9,-0.0014,0.0083
956.1,0.0041,0.0115
956.4,0.0008,0.0116
956.6,-0.0002,0.0103
956.8,0.0020,0.0100
957.1,-0.0003,0.0122
957.3,0.0024,0.0110
957.6,0.0022,0.0088
957.8,0.0006,0.0108
958.1,0.0023,0.0116
958.3,0.0010,0.0139
958.5,-0.0004,0.0094
958.8,-0.0010,0.0095
959.0,0.0037,0.0132
959.3,0.0016,0.0140
959.5,0.0021,0.0118
959.8,-0.0001,0.0134
960.0,0.0011,0.0147
960.2,0.0034,0.0126
960.5,-0.0011,0.0122
960.7,0.0015,0.0135
961.0,0.0010,0.0120
961.2,-0.0009,0.0093
961.5,0.0010,0.0134
961.7,-0.0004,0.0131
961.9,0.0018,0.0143
962.2,0.0000,0.0151
962.4,0.0007,0.0131
962.7,0.0021,0.0112
962.9,-0.0020,0.0137
963.2,0.0025,0.0145
963.4,0.0044,0.0146
963.7,-0.0024,0.0148
963.9,0.0016,0.0191
964.1,0.0015,0.0169
964.4,0.0009,0.0149
964.6,0.0038,0.0160
964.9,-0.0001,0.0177
965.1,0.0006,0.0150
965.4,-0.0003,0.0170
965.6,-0.0016,0.0137
965.8,0.0035,0.0180
966.1,-0.0012,0.0149
966.3,0.0006,0.0171
966.6,-0.0004,0.0176
966.8,-0.0002,0.0207
967.1,0.0015,0.0160
967.3,0.0028,0.0182
967.5,0.0026,0.0158
967.8,-0.0007,0.0215
968.0,0.0010,0.0192
968.3,0.0022,0.0170
968.5,-0.0013,0.0217
968.8,0.0035,0.0247
969.0,-0.0004,0.0237
969.2,0.0023,0.0228
969.5,-0.0009,0.0227
969.7,0.0030,0.0251
970.0,0.0017,0.0252
970.2,0.0008,0.0237
970.5,-0.0002,0.0257
970.7,0.0016,0.0261
970.9,0.0001,0.0276
971.2,0.0029,0.0280
971.4,-0.0028,0.0296
971.7,0.0023,0.0282
971.9,0.0021,0.0278
972.2,0.0020,0.0274
972.4,0.0018,0.0314
972.7,0.0007,0.0322
972.9,0.0020,0.0318
973.1,0.0003,0.0323
973.4,0.0009,0.0342
973.6,0.0019,0.0325
973.9,0.0002,0.0300
974.1,0.0025,0.0317
974.4,0.0001,0.0306
974.6,0.0020,0.0333
974.8,0.0011,0.0328
975.1,0.0006,0.0310
975.3,0.0007,0.0333
975.6,0.0012,0.0290
975.8,0.0020,0.0329
976.1,0.0011,0.0345
976.3,0.0006,0.0297
976.5,0.0007,0.0339
976.8,0.0004,0.0316
977.0,0.0032,0.0326
977.3,0.0018,0.0320
977.5,0.0045,0.0338
977.8,0.0032,0.0347
978.0,0.0026,0.0349
978.3,0.0002,0.0333
978.5,0.0020,0.0339
978.7,-0.0004,0.0370
979.0,0.0008,0.0354
979.2,-0.0006,0.0313
979.5,0.0015,0.0382
979.7,0.0016,0.0358
980.0,0.0009,0.0333
980.2,0.0000,0.0358
980.4,-0.0004,0.0330
980.7,0.0020,0.0361
980.9,0.0031,0.0346
981.2,-0.0010,0.0332
981.4,0.0026,0.0334
981.7,0.0000,0.0333
981.9,0.0011,0.0361
982.2,0.0017,0.0377
982.4,0.0016,0.0363
982.6,-0.0006,0.0338
982.9,0.0003,0.0396
983.1,0.0009,0.0350
983.4,0.0018,0.0342
983.6,0.0020,0.0318
983.9,0.0042,0.0363
984.1,0.0006,0.0335
984.3,0.0012,0.0333
984.6,0.0022,0.0379
984.8,0.0010,0.0365
985.1,0.0017,0.0370
985.3,0.0015,0.0392
985.6,-0.0002,0.0358
985.8,0.0009,0.0342
986.1,0.0021,0.0379
986.3,0.0022,0.0388
986.5,0.0010,0.0355
986.8,0.0029,0.0358
987.0,0.0031,0.0370
987.3,0.0011,0.0419
987.5,0.0028,0.0379
987.8,-0.0009,0.0392
988.0,0.0019,0.0384
988.2,0.0041,0.0421
988.5,-0.0019,0.0387
988.7,0.0025,0.0408
989.0,-0.0001,0.0377
989.2,0.0002,0.0387
989.5,0.0006,0.0425
989.7,0.0027,0.0426
990.0,0.0006,0.0408
990.2,-0.0005,0.0398
990.4,-0.0003,0.0436
990.7,0.0012,0.0426
990.9,0.0004,0.0387
991.2,-0.0002,0.0420
991.4,0.0013,0.0399
991.7,0.0023,0.0412
991.9,-0.0017,0.0410
992.1,0.0017,0.0435
992.4,0.0018,0.0434
992.6,0.0012,0.0441
992.9,0.0019,0.0391
993.1,0.0003,0.0400
993.4,0.0056,0.0440
993.6,0.0000,0.0422
993.9,0.0003,0.0428
994.1,0.0043,0.0452
994.3,0.0026,0.0453
994.6,0.0018,0.0435
994.8,-0.0011,0.0408
995.1,0.0018,0.0435
995.3,0.0007,0.0424
995.6,0.0019,0.0425
995.8,0.0009,0.0436
996.1,0.0018,0.0425
996.3,0.0026,0.0434
996.5,0.0020,0.0406
996.8,0.0012,0.0396
997.0,0.0023,0.0450
997.3,0.0036,0.0443
997.5,0.0026,0.0422
997.8,0.0003,0.0453
998.0,-0.0002,0.0419
998.2,0.0013,0.0429
998.5,0.0017,0.0439
998.7,0.0006,0.0450
999.0,0.0027,0.0449
999.2,0.0016,0.0411
999.5,0.0012,0.0428
999.7,0.0014,0.0421
1000.0,0.0020,0.0434
1000.2,0.0008,0.0421
1000.4,0.0016,0.0440
1000.7,0.0023,0.0410
1000.9,0.0032,0.0421
1001.2,-0.0002,0.0411
1001.4,0.0018,0.0398
1001.7,0.0022,0.0406
1001.9,0.0017,0.0389
1002.2,0.0025,0.0400
1002.4,-0.0011,0.0389
1002.6,0.0014,0.0395
1002.9,0.0009,0.0404
1003.1,0.0018,0.0396
1003.4,0.0000,0.0405
1003.6,-0.0006,0.0400
1003.9,0.0025,0.0431
1004.1,-0.0001,0.0393
1004.4,0.0015,0.0407
1004.6,0.0028,0.0382
1004.8,-0.0014,0.0380
1005.1,0.0013,0.0404
1005.3,-0.0013,0.0405
1005.6,0.0019,0.0388
1005.8,0.0018,0.0381
1006.1,0.0035,0.0386
1006.3,0.0013,0.0380
1006.6,0.0016,0.0385
1006.8,0.0000,0.0387
1007.0,0.0039,0.0398
1007.3,0.0002,0.0364
1007.5,-0.0003,0.0390
1007.8,0.0019,0.0367
1008.0,-0.0005,0.0357
1008.3,0.0013,0.0401
1008.5,0.0025,0.0374
1008.8,-0.0009,0.0359
1009.0,0.0009,0.0361
1009.2,0.0009,0.0327
1009.5,0.0021,0.0333
1009.7,0.0005,0.0365
1010.0,-0.0014,0.0367
1010.2,0.0010,0.0357
1010.5,0.0000,0.0334
1010.7,0.0015,0.0322
1011.0,0.0009,0.0350
1011.2,0.0028,0.0338
1011.4,-0.0001,0.0331
1011.7,0.0020,0.0338
1011.9,0.0025,0.0327
1012.2,0.0013,0.0331
1012.4,0.0005,0.0353
1012.7,-0.0003,0.0309
1012.9,0.0017,0.0331
1013.2,0.0011,0.0349
1013.4,-0.0001,0.0333
1013.6,0.0016,0.0293
1013.9,0.0020,0.0334
1014.1,-0.0013,0.0310
1014.4,0.0011,0.0309
1014.6,0.0003,0.0329
1014.9,0.0029,0.0317
1015.1,0.0016,0.0341
1015.4,0.0001,0.0319
1015.6,0.0005,0.0312
1015.8,0.0038,0.0277
1016.1,0.0001,0.0326
1016.3,0.0021,0.0305
1016.6,0.0014,0.0265
1016.8,0.0010,0.0309
1017.1,0.0015,0.0325
1017.3,-0.0013,0.0326
1017.6,0.0008,0.0280
1017.8,0.0010,0.0322
1018.0,0.0008,0.0297
1018.3,0.0018,0.0309
1018.5,-0.0005,0.0278
1018.8,0.0026,0.0275
1019.0,0.0026,0.0308
1019.3,0.0020,0.0287
1019.5,0.0006,0.0277
1019.8,0.0015,0.0307
1020.0,0.0007,0.0272
1020.2,0.0025,0.0301
1020.5,0.0021,0.0320
1020.7,0.0034,0.0300
1021.0,-0.0011,0.0307
1021.2,-0.0018,0.0275
1021.5,0.0002,0.0301
1021.7,0.0023,0.0268
1022.0,-0.0001,0.0280
1022.2,0.0024,0.0310
1022.4,0.0019,0.0279
1022.7,-0.0016,0.0278
1022.9,-0.0002,0.0290
1023.2,0.0016,0.0279
1023.4,0.0024,0.0288
1023.7,0.0019,0.0282
1023.9,0.0032,0.0271
1024.2,0.0009,0.0154
1024.4,-0.0006,-0.0016
1024.7,-0.0003,-0.0008
1024.9,-0.0006,0.0025
1025.1,-0.0006,-0.0002
1025.4,0.0002,0.0005
1025.6,-0.0020,0.0005
